Mc,eta,chi1z,chi2z,DL,e0
1.470621154788171181e-01,8.720559884434665676e+00,2.598001155924475825e+02,3.305541072288762052e+02,7.200120700577211652e-01,1.095361857706417530e-01
8.507748360527341361e-03,6.725292403737369307e-02,6.989868072960010448e-01,2.063309452644300102e+00,1.437326178833598367e-01,2.109328912699309430e-02
2.311508899131714881e-02,1.720787764661740882e+00,1.567450909269908266e+01,2.583912141418091579e+01,4.052069289635338301e+00,2.184010655276170595e-02
8.554737593062648748e-02,1.742488065446897716e+00,9.106463552034792031e+01,1.053605234568053106e+02,6.217208665592031114e-01,6.242317919220152778e-02
4.322249998363352219e-01,3.559472404183800509e-01,6.148515449708672698e+00,4.765831899198673796e+02,1.103065183725545673e+01,2.757809885455756449e-01
2.151216873835059065e-02,2.418082838181800573e-02,1.139383250939423942e+00,1.084969604821099054e+01,5.199904312039288490e-01,5.018368299279691441e-02
4.823749100536199874e-01,4.673598792002390923e+00,5.073148668792276439e+00,1.050603642911927551e+02,1.724262550846035635e+00,1.370828803202124080e+00
2.030469637310524170e-02,5.725427385963097887e-02,2.187174387399619391e-01,2.423531606425394003e+01,2.886132928168354539e+00,1.761987666710573830e-02
5.094669518920802442e-02,1.227526453039214482e+00,1.172604694438345874e+01,1.631121401583072839e+01,6.413442289168465038e-01,6.386412434119692616e-02
9.860952873280617176e-03,2.781351028543113113e-01,1.482830025079245440e+00,1.994685843493370969e+00,1.347409079403161902e+00,6.498454326048728677e-03
3.237974564008225253e-02,1.732659149252538944e+00,1.157665060073024321e+01,3.244689970600476414e+01,2.469848102021884539e+00,6.742354415303429549e-02
3.903157036735928620e-01,8.216288371070218366e-01,3.029281905633437688e+01,1.033608064594511404e+02,4.468624053616848668e-01,7.349532330817799830e-02
2.740438714405832657e-03,9.788826755547623548e-02,7.001041440153985551e-01,1.525202521091587160e+00,1.399609433471666886e-01,4.843169602012782106e-03
1.866693964213857748e-01,2.789036491567001175e+00,1.986469815877595124e+01,4.400053111111660087e+01,3.253530756180715411e+00,1.350424895100073852e-01
2.433588978201407826e+01,1.638473549697657461e+02,5.371022852099974443e+03,8.082348969206963375e+03,1.609780079174085188e+01,6.341013771672177057e+00
2.409192619195938551e-02,8.852781408127192719e-01,2.121833414356859127e+00,1.095980469169363758e+01,3.995329796620381124e+00,4.147310062807307851e-02
1.176220739520880687e-02,7.227655330070138495e-01,2.613751649909204033e+01,3.985622410327938070e+01,1.562916722644192458e+00,5.322185731664910019e-02
2.798446150157118516e-03,3.416772346571299024e-01,7.590138978445779117e+00,1.248054366404922000e+01,2.286055410335149585e+00,1.465459626086893646e-02
4.087589735093372090e-02,1.156641177902517859e+00,5.479950379629354984e+01,7.017109207712290697e+01,2.411824143930664910e+00,1.154825803943305695e-01
4.215647885440601539e-02,1.412127244690478456e+00,1.861610179337746729e+01,2.692040855466056470e+01,1.602086324433370512e+00,1.214073348185732565e-01
8.410984475208087285e-02,3.379564415902562291e-01,7.308895964888371566e+00,2.916478071655696880e+01,2.817852911030474528e-01,6.768935552625579555e-02
4.802947534290198141e-03,5.476842647927512298e-01,7.670693853375756710e+00,1.347820677075598716e+01,3.588121836925396213e+00,4.956154111644479887e-02
7.593960470421128039e-02,8.632729043128682944e-01,3.553621837450509080e+00,1.966020902476118692e+01,2.330909772774125421e-01,3.176909109059594671e-01
4.765139748890426935e-02,1.890670166653509288e+00,1.028917372678454178e+01,2.168427098431370226e+01,1.742625782245010413e+00,6.607024434296364379e-02
1.101280049108452862e-02,4.729260449524296805e-01,3.408046107664528979e+00,1.311654446939243357e+01,3.789576303260967505e-01,1.322719363399665372e-02
8.906985560681601743e-02,4.227124054995067937e+00,6.719140242707693744e+01,1.483749222194691413e+02,3.759306675541203013e+00,2.161925452157841820e-01
3.007210559834282496e-02,5.038642557447292614e-02,1.728471295658851714e+00,3.256579461893149841e+01,1.127573418069164335e+00,9.602210257911714467e-03
5.297087474313662003e-01,7.336965501805209122e+00,2.103231171608860564e+02,1.238302163585663948e+03,2.012377335010923307e+00,5.979240455375923746e-01
2.865731103415398162e-01,1.036171118344522846e+01,5.810570374802115339e+02,5.095758416224650205e+02,3.423768131685909211e+00,7.694048766938450523e-01
1.294650719647959802e-01,7.240372807431468827e-01,3.138478927627426884e+01,4.000315840372256275e+02,4.049977770928745446e-01,8.262287752881777858e-02
1.061838045658366515e-02,6.518724787831334799e-01,4.758676576897070021e+00,1.739977832288868598e+01,2.571182050594336133e+00,1.367580728335651696e-01
5.697084861278865764e-03,7.822480225932412212e-01,5.310143774130700933e+01,7.119872506635158516e+01,7.921403975711130974e-01,1.527335851752320214e-02
1.022123443711481450e+00,3.612681096848463724e+00,8.219697713030868158e+01,4.452186766875288413e+02,2.425137167609648703e+00,5.364303182101578527e-01
1.336752480862718251e+00,2.186486270088600037e+01,9.324731825743551781e+02,1.005336393816997543e+03,2.113883660714932056e+00,5.361647609844718554e-01
1.609925127713564622e-02,8.784628407929614968e-02,1.656772820069642993e+00,8.062422098168362083e+00,2.052480005002069730e-01,3.899280214722339322e-02
9.835617820710792714e+00,1.602886484837735992e+01,1.578708367006401204e+03,2.851115831026847445e+03,8.621265262648366345e+00,2.280379764790628538e+00
2.811462112007802605e-01,2.718668494009925496e+00,4.672613022384032888e+01,9.290883065802425733e+01,2.801493553205650411e+00,2.238883061077150405e-01
6.056077331141964532e-02,1.839302383234877381e+00,3.563142669170316879e+01,1.140924511216923207e+02,1.224797388722128844e+00,5.100129598541670861e-02
5.704956593923702357e-01,7.206045704919241679e-01,1.206676649480980501e+01,2.379171185617663866e+02,1.792025796115479297e+00,6.527739710897199066e-01
1.942162896630130961e-02,2.852410358475671592e-01,5.167849092929260868e-01,1.866876908044204697e+01,1.897124537669334865e+00,4.729787423649382122e-02
4.121377151894418771e-03,5.048624465660132010e-01,2.163483872407692132e+01,2.035009680008529998e+01,2.506817574184410979e+00,3.622349360154803605e-02
7.856060413691128008e-03,3.364787780573599840e-01,8.217574454045761811e+00,2.497924227938360531e+01,3.872013361733454007e-01,1.600789631565254639e-02
2.000714566262684624e+00,5.937004447931766293e+00,1.100950208809774296e+02,6.393165157630830890e+02,1.697189886577472384e+00,2.781166599039317955e+00
1.482705253160470499e-02,9.619522107144500289e-01,2.584419172409342025e+01,4.054815094801210762e+01,2.030053044488521863e+00,1.407865646646229082e-02
1.356817551764793149e-02,8.762599633440243396e-01,4.238805060406382275e+00,1.551008132328561295e+01,1.002847316896438468e+00,2.659465837241952943e-02
5.904545540252844390e-04,2.275572797769391878e-02,3.523760357523775255e-01,1.007216837688506672e+00,1.326986284671243466e+00,4.302428841954292270e-04
2.282967314812889628e-02,1.025652297004549185e+00,1.144563577424627965e+03,1.284216258551233295e+03,2.567950145351864499e+00,4.033727337233049270e-02
3.097422309658362516e-01,5.980791413844762872e+00,3.386248771754985682e+02,3.779263332941515046e+02,6.775593192313634772e-01,4.433537203412782346e-01
2.524645813490694612e-02,2.163867659844798397e-01,2.377576294377109767e-01,1.969106507291112251e+01,5.475784300734366505e-01,4.971821046948072392e-02
7.259689881590944416e-02,1.362645529486776974e+00,1.040492435957006556e+01,7.023757924613001080e+01,9.482693140893021511e-01,3.818857429395056818e-02
6.408581375910106515e-02,1.121473262370077606e+00,7.960100887655499058e-01,3.711403663633853256e+01,1.033041503602639244e+00,3.232072709698930596e-02
1.536159270510337009e-02,1.209622256956080610e+00,1.360576331954092382e+02,1.489420546835449102e+02,1.726109986883655356e+00,1.602447630699013054e-02
1.284834268750508456e-02,4.599139284464699717e-02,6.108591298997881891e-01,1.299650965258320845e+01,9.143647407683782591e-01,1.663530866444477493e-02
9.730726831943335708e-02,6.566236111128386232e-01,2.224615555439326542e+00,5.302027055359633323e+01,1.067382354525703070e+00,4.107461463716526734e-02
3.037038609550827828e-01,5.103839343717901045e+00,2.430618539180171211e+01,6.937895491618499477e+01,3.787905893245040900e+00,4.253581308105381376e-01
1.195489695490209447e+00,1.277235762742874492e+01,1.670190625265393862e+02,3.951504624902900673e+02,2.653408733874202063e+00,4.695736775603241431e-01
1.095159404359542732e+00,7.925083237030535521e+00,3.935510868181867039e+01,1.476072037908254515e+02,2.187092125216100413e+00,1.349072830435289028e+00
5.089931139206087529e-01,1.673240410841735581e+00,2.395866599347828583e+02,2.958960022765411964e+02,1.651176360293680645e+00,3.959463502936418355e-01
1.005840914857911050e+00,4.286244309087217985e+00,9.036786541951138361e+02,8.610020949570761104e+02,2.671232982141967138e+00,2.879175403423150370e-01
1.513571994385475961e+00,2.311520556112533242e+01,2.710829792708411219e+02,1.751924352322990899e+02,2.800761407093926625e+00,1.040739288510456717e+00
5.154656539266904564e-02,1.810640612047945408e-01,9.598030918341677875e+00,1.938832462709489945e+01,4.618711694421243630e-01,2.906121317392691694e-02
2.269967015167761448e-01,4.015503528398140648e-02,7.027750133917225028e+00,5.187530346753501362e+02,5.291866974657754241e+00,4.967460180164754574e-02
5.431287282242648617e-02,5.033083071628091654e-01,8.509360181718612637e+00,4.473949448915683291e+01,1.974771973055845953e+00,3.701653005289610304e-02
6.780292107937874180e-02,8.317540468015154342e-01,1.093788972133427961e+01,1.779369719163768337e+01,7.250853305754079159e-01,6.351785092556175294e-02
5.227733135059676739e-01,5.228788311302766445e+00,1.147274077547277074e+02,6.430795669120068396e+02,2.115436123338165331e+00,3.228154576439630774e-01
1.272950600900688845e-01,3.262259349778010353e+00,9.348884102426032072e+00,3.200316562341222237e+01,3.181616640534412177e+00,8.626120219427929614e-02
1.564411395967540627e-02,1.190032345231223587e+00,3.560555295257001429e+00,6.872345628404861628e+00,1.865897248182187385e+00,1.019222101280900100e-01
3.064025713928942296e-01,6.607477086457013371e+00,1.811434975912325385e+01,2.244321854560420775e+02,4.615425206767534760e+00,6.268137806356551822e-01
2.349982241654800852e+00,2.284632669455620757e+01,3.865617756842022459e+02,7.417013692546170205e+02,5.448279662530689293e+00,1.052135913104893516e+00
3.573516721371552407e-01,1.446424004539798580e-01,1.011482415657605571e+01,6.092424496475232445e+02,2.208142718962808448e+00,4.618622597557708875e-02
7.101404071384830041e-02,1.106912080824839162e+00,2.793930599840913942e+01,5.821033360693274972e+01,1.583521285629437392e+00,2.329864851888196753e-01
5.196290927403056370e-03,2.286901845204269423e-01,4.822333315920831476e-01,3.100718175335790860e+00,5.637410686760067069e-01,7.008489894954335157e-03
2.916711829004019554e-02,1.063584228906691687e+00,1.800446659699058216e+01,5.134118914740417239e+01,1.668166440466896105e+00,2.211240048023462718e-02
1.528368803159418921e+00,6.056951699173324322e+00,1.897271261468087573e+02,4.873147631458195974e+02,3.307129828225482182e+00,5.927507519208022879e-01
1.517042200780265027e-01,1.202004448611882381e+00,1.303495408338706341e+01,3.193596219922029178e+01,1.473625175499083895e+00,7.571655806306101799e-02
1.862080457640696851e-01,3.301956818428237739e+00,1.883549492383098709e+02,1.758057145351581596e+02,1.683112495494407890e+00,1.385344040968793378e-01
3.733745306031860944e-01,3.211227858546272240e-01,1.331389053693567703e+01,2.124196581069421086e+02,4.595279643440195017e+00,4.882627830972969402e-02
1.254367004247322614e-02,6.658708850847960825e-01,4.787189425567292211e+00,1.671927862779745766e+01,3.135864275811262925e+00,1.574151431696615977e-02
7.646724042873548344e-02,6.688276694973733782e+00,5.780509536718994923e+02,6.044817801307126501e+02,1.871355619202079490e+00,2.335529464894869345e-01
6.017461722384481043e-02,2.206232364845936100e+00,5.757757801422294364e+01,8.871807013733052827e+01,7.623659415969256115e-01,5.139148670654746648e-02
9.082455099936902199e-03,1.001176742743110859e+00,3.885747044678194584e+01,4.457864041253057508e+01,1.178327157557807370e+00,1.582976612063496935e-02
1.305264684840332368e-01,1.058272078536666383e+00,2.369635097573720017e+01,1.573698262720531034e+02,1.203050130163282327e+00,1.302686501716674716e-01
1.811200304336189615e-01,9.224643302648512844e+00,1.763058134627935090e+02,2.965534413758196024e+02,1.233463283782363806e+00,5.510797123969823907e-01
3.473194587891953455e-02,4.405856348257651822e-01,1.892675768769378486e+00,1.568685293869436848e+01,7.277021003315597980e-01,6.535931415110858567e-02
3.638104434501275186e+00,2.011173911820960569e+01,2.022031405600863309e+03,1.787174837950226220e+03,3.862891445254565514e+00,4.275810306361075064e+00
4.687329175629993683e-02,4.382236950601754999e-01,1.767879996310434798e+00,2.757931328041300745e+01,8.258398278492572464e-01,2.118459824147348250e-02
8.644243387560397729e-02,5.053921914047053932e+00,3.859475029317655270e+01,1.074415529105488503e+02,1.206059132198482686e+01,5.355842570555625626e-01
2.669752055198601481e-01,3.429351403148115929e-01,1.111277349470564602e+01,2.439034030497076344e+01,2.279666566710640829e+00,9.243307665173661203e-02
2.429393668936405057e-02,1.371755436307050824e-01,2.237608544637160080e+00,7.688896098002627966e+00,4.873725697613175839e-02,5.014396629210366579e-02
2.332151834266739734e-02,1.279619470155902126e-02,4.100140236012891348e-01,5.542912541258601777e+01,1.264210254150820889e+00,2.448703066345273016e-02
1.214638349044730725e-01,2.659567133840489372e+00,4.472225237694147637e+01,1.448619168101725450e+02,1.881039713808053904e+00,1.352518270781323251e-01
5.299136703952420091e-02,1.603314626412786437e+00,2.868739786654483481e+01,7.309280564383529111e+01,1.548370955809233562e+00,4.466552672606339397e-02
1.572051543918277783e-02,1.026088629756533033e+00,1.014006132430188600e+01,2.254136473522484252e+01,3.424376206043267423e+00,4.023474416822571398e-02
1.332333505846630961e-01,1.617056055900705669e+00,1.863529625373861975e+01,1.965444233793643036e+01,1.295328116652135320e+00,7.105648765092487107e-02
8.429634083267422556e-03,6.705720656462542673e-01,3.059133017913980268e+01,4.043839774413554267e+01,1.372902681596346541e+00,5.094677057973289597e-02
8.522166477169340615e-01,1.517878561465386511e+01,7.816746016187873920e+02,9.855114875475035205e+02,4.308755866453847005e+00,8.671449998928842939e-01
2.436697982802957761e-03,1.184765306884982272e-01,1.712192038470301325e+00,2.261082310899016790e+00,6.160923887195608462e-01,1.960023561453877287e-03
4.249841242423370996e-02,1.792392571564588755e+00,4.313610525050815170e+01,1.418658732072959197e+02,1.410367327280708016e+00,7.761410521117817485e-02
1.138082682158548936e-01,2.245343674240235288e+00,4.280264907117535245e+01,1.037628598958745130e+02,3.134069077695399663e+00,8.323949320545931396e-02
6.047057328919024366e-01,2.392701991032925690e+00,1.066698710940613495e+02,2.748974363921732902e+02,1.396178354992687831e+00,2.864268827182260280e-01
2.118061353520871215e+00,2.073802252458337492e+01,2.308913886177039103e+02,7.101071641501289378e+01,1.880220464216110443e+00,1.004237766216803829e+00
1.470037280324958839e+00,2.470303641235339143e+01,4.526049331650060594e+02,1.133329581699572600e+03,2.703084640088290858e+00,7.525123250222227611e-01
4.810481640083741350e-01,4.212955173810865594e-01,1.714512875024168537e+01,5.601545232335400897e+02,3.369184796655575909e+00,3.465340776490480335e-01
4.591361626870605894e-01,2.787337299552994918e-01,9.904344980813153398e+00,5.501374033405493265e+02,1.223137116691599324e+01,3.879537430564842793e-01
1.188039250660984925e-01,2.219668614374315785e-01,6.760247927171899818e+00,3.620776912020648552e+01,6.135905357821851425e-01,4.170238209551237890e-02
1.273552794295001577e-03,1.506380642094211353e-01,6.046112783411068392e+00,4.168513838982061515e+00,2.776954638558821742e-01,7.704592923001176916e-03
4.837990230572034793e-04,7.235060413237165422e-02,4.835094971311751699e+00,6.406617285150261409e+00,1.379167885577629926e+00,7.354754571434547056e-03
4.800528481161602662e-02,8.174875191596067125e-01,1.852239304575296686e+01,6.527751734454668053e+01,8.031232118087401339e-01,4.862975900287407061e-02
6.887368107852676058e-01,7.232848361419175198e+00,8.536431423492156512e+01,1.732254496316652421e+02,2.429155576553736040e+00,4.571852133666577944e-01
9.142755013570377787e-02,8.606308923808616562e-01,1.196366501667955085e+01,4.563229403397593842e+01,5.414280943450948236e+00,1.844598264261419762e-01
2.272361821751018862e-01,4.846229232966273948e+00,8.355341811348188230e+01,1.434532023132169058e+02,4.424894164399215124e-01,2.983036983924563512e-01
4.439775742156426119e+00,2.299993807495425457e+01,1.222004586844567626e+02,8.225646246246803912e+02,6.064307521950844659e+00,1.040799228903622087e+00
2.636797804163925826e-02,2.562929294492086729e+00,2.571960586937557309e+02,2.804320825352954785e+02,2.381082096182279617e+00,4.302777191025031200e-02
2.107409845224982448e+01,1.636432432664673513e+02,3.650382723037725441e+02,2.696257121948219719e+03,1.195220442695246454e+01,8.845562771799951207e+00
6.622994018197715660e-02,1.276190487756276304e-01,5.093624964570653724e+00,5.748742465897286280e+01,1.450107656793515787e+01,3.130232513256928084e-02
6.641108787275741554e-02,1.010661761992834640e+00,1.757426024691222821e+01,7.053088330011208029e+01,1.073461448447125433e+00,1.677109128222484535e-01
3.079107228443113797e+01,1.395207762045435516e+02,7.720672231252974598e+02,6.607236140778825757e+03,6.355314193369791553e+01,1.632337371873010667e+01
1.389466691795503417e-01,3.109022986932395427e-01,1.318175732702858305e+01,1.677013966186167693e+02,4.148994330394015329e+00,2.299765554907346743e-01
3.927945860827487812e-02,2.701853150539057502e-01,4.783225063945997668e+00,1.517464665681914049e+01,1.166460790646167256e+00,1.954111125521683021e-02
3.637452081970964091e-03,4.062930492773984131e-04,9.517773038870037949e-02,4.052847459606524261e+00,1.347471052527648150e-01,1.167642364209904192e-03
4.194455148503591080e-02,2.287935170471750712e-01,1.148754818419524426e+00,5.357803098910448369e+01,9.699823318160367691e-01,1.529797776681414423e-01
3.293989039403938217e-03,3.382810936644909949e-01,1.256779193172324938e+01,1.596326464466921990e+01,1.573855297876324832e-01,3.384124456567064176e-03
7.699202598418749058e-03,7.758079453059620878e-01,5.221250554134329924e+00,1.075044408105463667e+01,3.328877779588657493e+00,7.856822758850141863e-03
7.661332831758539512e-03,3.821158398736760886e-01,6.743443119790250648e+02,7.294634882584715569e+02,2.460803809449001456e+00,6.575612490117431486e-02
1.694076546753412460e-01,3.469257715131301545e+00,3.178377128463937424e+02,2.950397671791271819e+02,2.424378126147969770e+00,1.084439585357855479e-01
4.154039997086676241e-03,4.542035867564080398e-01,1.243274536269558794e+01,2.085412821965064722e+01,3.914920802068230898e+00,9.085404380777114750e-03
2.953832661821820856e-03,2.298441352538234117e-01,5.445069794862058110e+00,1.360564955701735279e+01,1.863441744409735978e+00,1.750333071008972410e-02
6.986220584796157818e-01,2.861056615135237347e-01,2.142533627031783539e+01,1.215276962489110247e+03,9.539291459206287627e+00,5.375192628030251996e-01
2.460389563416131686e+00,2.599291913675559229e+01,3.948278967842413181e+02,6.140127480335823975e+02,3.172982720647075094e+00,8.320685965174147158e-01
5.783576938711494364e-01,4.196440641038355679e+00,6.318803041529299946e+01,3.226704327216207702e+01,1.140645113274723288e+00,2.681112924313708845e-01
4.876281652536843675e-02,2.713763341610730961e-01,4.367790734819280152e-01,4.115844785078724755e+01,2.058717317854996232e+00,1.431577776298059712e-01
4.160055602809258068e-02,2.412537483500117735e-02,1.531657439663948406e+00,1.172909738049042119e+02,9.069081219861727661e+00,9.890548636007552574e-02
1.464163262615258802e-02,6.544324551525468880e-01,6.948907757155968739e+02,6.978592732622613539e+02,5.741126345963367683e-01,1.263429580116591511e-01
6.575140843421070080e-01,1.218580544863894222e+00,2.906761956977251415e+01,3.477646696451934361e+01,5.032927766345565601e+00,2.577349142790335002e-01
1.364835999667271538e-01,2.141189642868406295e+00,6.704097068262574339e+02,7.267333342590086431e+02,8.643701775724346170e-01,1.218898714990713339e+00
5.875576950357871420e-01,2.947113032809521305e-01,1.867702435655797899e+01,6.477445741608717071e+02,2.621128287235483967e+00,3.509077242057331847e-01
4.408570991413930606e+00,1.561342847598399075e+01,9.219854457302627679e+02,1.735767309082563997e+03,4.294831340216756388e+00,4.854399767140588629e-01
1.847942986279278721e-02,5.541876554268843069e-01,3.788070702342358764e+00,1.550149479985060985e+01,2.228037735401491859e-01,6.281056678066442023e-02
7.066834674972012620e-02,1.218754568138783911e+00,1.505715194318741901e+01,2.804391648907036583e+01,7.447222650507511199e-01,3.851606300434571445e-02
9.710790413452069850e-03,2.456132188340222344e-01,4.970963858333066199e-01,9.319737138116344966e+00,3.175717565718763957e+00,4.564904158593080519e-02
1.743784780972271187e-01,4.872738287637023991e-01,1.264289270441652668e+01,1.227259288029521542e+02,1.464594814229991604e+00,4.522522285355803223e-02
2.587468096413224339e-02,3.620952813168424461e-02,6.945844249302319806e-01,2.637364043926543289e+01,1.869696372363917058e-01,4.747118287392137342e-02
1.138916820919427635e-02,1.033494454291149500e+00,4.263878704222247684e+00,8.492423013590137515e+00,3.236712158771219539e+00,7.755468850619842702e-02
2.432224029786675748e-02,2.467421515861139003e+00,2.780966159320679765e+01,2.055803825956574116e+01,1.624754410670036897e+00,4.489670097988890385e-02
1.348944678545164685e-02,8.944957545201760452e-01,1.111815855540423570e+01,2.648838951053679125e+01,1.426294222551928392e+00,1.488708030603359996e-02
1.684181275894229002e-01,6.233399223134886702e-01,6.746560685137940716e+00,3.372784350288301169e+01,2.332664699765357508e+00,2.054003907167813447e-01
1.777192743612248521e-02,4.421171830997393248e-02,1.227016131333984017e+00,9.694900961098447567e+00,3.663118656208822488e-01,4.374494807478006286e-02
5.425530075948045705e-02,2.937676738312213320e+00,4.638614994053612008e+02,4.967622060204068362e+02,1.438929378657367808e+00,2.208116906234103283e-01
3.084788133663464160e-01,1.173754956376794334e-01,7.671614010678996287e+00,5.589749618712320398e+02,9.857387826954413512e+00,2.517987377534228188e-01
4.995505744233377232e-01,8.856589177121459988e-01,2.902250682291658279e+01,2.284206416374123876e+02,1.960762934147798564e+00,1.119846253113210843e-01
3.920563940312262255e-03,3.458913160213325511e-01,2.159901287915697576e+00,5.357972264702047127e+00,1.908408487128870012e+00,6.329315051687363879e-03
6.405423600708478118e-03,9.612769454196391505e-01,4.389591173399277295e+02,4.316265024871651121e+02,2.478368417998907169e+00,7.479182983947720194e-03
8.603408066663173481e-02,1.068802870993304399e+00,3.214011115484903058e+01,2.366933883748157825e+02,1.424484278696077189e+00,1.545156768071058173e-01
1.555806443026400664e-02,1.273949050338412103e+00,1.204182304468344569e+02,1.194639949684403035e+02,1.358198879914736645e+00,3.903029476209825266e-02
3.462877296228320523e-01,1.299945908210714318e+00,2.772928539671107018e+01,1.172354782784011036e+02,9.615624565771833110e-01,8.674929212442862303e-01
3.862279679234665447e-02,4.377446048705749604e+00,2.520657853210167332e+02,3.476129733446879868e+02,3.952249780980317428e+00,2.443108905648142537e-01
3.865160788745448939e-02,2.604806144412794566e+00,3.857428444430995995e+01,5.983350909216054703e+01,4.237686829667585364e+00,4.578987183813516132e-02
4.391234938531587279e-02,1.899913135222448757e+00,1.685529273153731822e+01,5.883745807211792567e+01,1.216282788656997793e+00,1.192819250546215404e-01
9.338934651245594035e-03,1.841899899235088008e-03,2.018735978954669941e-01,3.214306910289635510e+01,1.935032671012590910e+00,1.134321829430644593e-02
2.157706280270949017e-02,5.639895129713652366e-01,3.623985359921695348e+00,1.086185103555127185e+01,8.450361884862656048e-01,1.343702017191349823e-02
8.942301122228278887e-01,4.911736026244215125e+00,4.833142628859195611e+01,4.603860195400897481e+01,1.910933188437959673e+00,6.450309327805100468e-01
5.102306916854211227e-01,8.106687204316186390e-01,2.126988298134589783e+01,3.128659092461347200e+02,2.320651803579245609e+00,6.832727982623868490e-01
4.609858841155434206e-02,2.640062848818264252e-01,5.565509003934413279e+00,3.913283584894475808e+01,4.106782884451207205e-01,5.763353119327426638e-02
2.943167846018298062e-01,1.059586980951796042e-01,1.033915616751555611e+01,4.117320435568736912e+02,8.540737733467214099e+00,1.425084925643261280e-01
1.699463136443551126e-01,7.282642405014821740e+00,1.882987523990673537e+02,2.193683982294246846e+02,5.285009157452253969e-01,3.947089469931679417e-01
3.786248698681961289e-02,3.201905428356423555e-01,2.736877075479079213e+00,3.199665750714893875e+01,1.161509534070018113e+00,5.271563826499384153e-02
1.508758542330290026e-02,5.581043940998817732e-01,5.035308288927322629e+00,2.407313430732061832e+01,2.906211254497022001e+00,3.380432952117297385e-02
4.364282558765986836e-02,1.089254509109768065e+00,1.304771304155189853e+02,1.340497309772519827e+02,8.037337736701367641e-01,8.488500900834181073e-02
1.519986782158297689e-01,2.067252441702198129e-01,4.475495901142642730e+00,7.473276221829361532e+01,2.315179463217103439e+00,8.921145343196569544e-02
3.870880512407657292e-01,2.389740811201319648e+00,1.828959624313262395e+02,3.164142416383677414e+02,1.294030245956727443e+00,5.160544878902163513e-01
9.787985537980848152e-03,8.113416745420611864e-01,7.103028637137692947e+00,1.242042514554976051e+01,6.203414039675531066e-01,1.385666064482719319e-02
7.610679320708242657e-02,1.622713369460187238e-01,8.360038190649503598e-01,1.225839376419784514e+02,3.772501588226615965e+00,3.074353544500988203e-02
7.440491561285748900e-02,6.074819856903054260e-01,1.028279228237489917e+01,4.026458699529842988e+01,1.632294537981833438e+00,3.180728803080888623e-02
1.163187149761804595e-01,8.768317370174931735e-01,9.316232627623348250e+00,9.031980750221578091e+00,4.286250600994205406e+00,6.834165516656220962e-02
9.922458426261244746e-01,1.607231647311633538e-01,2.748340238479746844e+01,6.917601573244395468e+02,3.072297585337661285e+00,6.604593407873621258e-01
2.164428168873670788e-02,1.267468400786645188e-01,2.729821176052309450e+00,3.184667752596226720e+01,7.896359132171256734e-01,2.643373539980205938e-02
3.152848116959191538e-01,4.400227190785344633e-01,1.678028511970162739e+01,1.478557325404709673e+02,8.656980266503296662e+00,1.655049886170182061e-01
3.465152820074745010e-01,5.622896850872596275e+00,9.085638247098739839e+01,3.747785398779723778e+02,2.067862664763388647e+00,2.194347395500956532e-01
3.381390855798728223e-01,1.694559567449228366e-01,6.877150518160853210e+00,6.614594567945372319e+02,5.539404462722316680e+00,2.012949889530197267e-01
2.180427833148937400e-02,1.055770340306588118e+00,1.236060995630800718e+01,3.031440118654629856e+01,6.626704112635640742e-01,1.136452418406434794e-01
2.475127328548065199e-03,1.342958913839738533e-01,2.635719280717187529e-01,1.277360018055108792e+00,2.066731669616201084e-01,2.245857198234786200e-03
1.066852191076118339e-01,3.530167783583869845e+00,6.739322235946971773e+01,1.636051452688908512e+02,1.134961241216858596e+00,6.180997611874108205e-02
4.504549466183962458e+00,7.001031614556691984e+00,9.930073270473724278e+02,1.707768613585683852e+03,1.588173789333659602e+00,2.134212467509192024e+00
5.491384561381949803e-02,5.287534724219842414e-02,2.892620923606419314e+00,1.160481520020311024e+02,3.512683049943429836e+00,6.379715089330144362e-02
7.474550040571826814e-01,9.441364220544989916e-02,1.910832131481517848e+01,5.793051442786895677e+02,1.047385830878037716e+00,9.111591402037408360e-02
2.511400328171227436e-02,9.145093389570868592e-01,4.220742343162279475e+00,2.326137220901622271e+01,1.567370261027765332e+00,1.658321820186496875e-01
2.529541404605028521e-01,9.972879451997565425e+00,1.909872562927741058e+02,2.068336839936235947e+02,2.076775940710356316e+00,4.623504930175658112e-01
3.378543832092945672e-03,1.580234949014329149e-01,3.584548068040819269e-01,4.123210114197032872e-01,1.417076691718822078e-02,2.458311356015152171e-03
1.923770390546575282e-01,2.480724054071353213e-01,6.856282862414450063e-01,2.169877910594354091e+02,5.522304374945917971e+00,6.809855134425160661e-02
7.899187215597693046e-02,1.535533637876902002e+00,4.153891427246774981e+01,2.187840758455485002e+02,6.457952188193568643e-01,5.891196720566114348e-02
1.678444890738247652e-01,7.704226746421459493e-02,7.691124303387796957e+00,5.542899768133335670e+01,3.284228528258717805e+00,1.521496025343789874e-02
8.984175727773115183e-02,2.747796173705934764e-01,1.040413599404237388e+01,1.113135771472133797e+02,1.842244790865426252e+00,5.096633103897914296e-02
5.017545643760561343e-03,1.478971909574553767e-01,3.520518367454255060e+00,1.361228502599394297e+01,6.893302320224395929e-01,3.939322955218648413e-03
1.279028902729130446e-01,3.195466780112190097e+00,2.358882967570599831e+01,3.129790821277914148e+01,1.343167511903593736e+00,8.862736368256747543e-02
